ANO_ENTREGA;COMUNA;DIRECCION;ESTADO;FECHA_ENTR;FECHA_PUBLICACION;INMOBILIARIA;MODALIDAD;N_BANOS;N_DORMITORIOS;MONEDA;REGION;TIPO;PRECIO_DESPLIEGUE;UF;UF_DESDE;UF_HASTA;M2_TOTALES;M2_CONSTRUIDOS;M2_DESDE;M2_HASTA
;ALTO HOSPICIO;CALLE DOS 3276;USADA;;26-04-2019;;ARRIENDO;1;3;UF;I;CASAS;UF 9,00;9,00;;;70;65;;
;IQUIQUE;PRESIDENTE ERRAZURIZ / ORELLA;USADA;;09-05-2019;;ARRIENDO;1;3;UF;I;CASAS;UF 12,99;12,99;;;60;55;;
;IQUIQUE;PLAYA BLANCA 2515;USADA;;07-06-2019;;ARRIENDO;3;2;UF;I;CASAS;UF 16,20;16,20;;;90;190;;
;IQUIQUE;CASA PASAJE VINA DEL MAR;USADA;;07-06-2019;;ARRIENDO;3;4;UF;I;CASAS;UF 18,00;18,00;;;200;143;;
;POZO ALMONTE;CASA POZO ALMONTE 01;USADA;;03-05-2019;;ARRIENDO;2;5;UF;I;CASAS;UF 19,87;19,87;;;198;198;;
;IQUIQUE;PASAJE CUATRO 3754;USADA;;27-05-2019;;ARRIENDO;2;3;UF;I;CASAS;UF 20,00;20,00;;;86;120;;
;IQUIQUE;TORONTO - CONJUNTO CERRO COLORADO;USADA;;07-06-2019;;ARRIENDO;2;3;UF;I;CASAS;UF 23,36;23,36;;;180;137;;
;IQUIQUE;LOS CHUNCHOS 3485;USADA;;29-05-2019;;ARRIENDO;3;4;UF;I;CASAS;UF 25,94;25,94;;;150;150;;
;IQUIQUE;ORELLA;USADA;;05-06-2019;;ARRIENDO;1;3;UF;I;CASAS;UF 30,54;30,54;;;150;150;;
;IQUIQUE;CONDOMINIO MARES DEL SUR - EXTERIOR;USADA;;17-04-2019;;ARRIENDO;4;5;UF;I;CASAS;UF 32,61;32,61;;;270;169;;
;IQUIQUE;PLAYA PATILLOS 3216;USADA;;18-03-2019;;ARRIENDO;3;4;UF;I;CASAS;UF 39,90;39,90;;;220;130;;
;IQUIQUE;CONDOMINIO PORTOBELO PADRE HURTADO 2179 - CASA 9;USADA;;08-02-2019;;ARRIENDO;4;4;UF;I;CASAS;UF 39,94;39,94;;;200;147;;
;IQUIQUE;CONDOMINIO PORTOBELLO;USADA;;24-12-2018;;ARRIENDO;3;4;UF;I;CASAS;UF 41,72;41,72;;;200;140;;
;IQUIQUE;AVENIDA ARTURO PRAT CHACON 4775;USADA;;11-03-2019;;ARRIENDO;3;3;UF;I;CASAS;UF 41,72;41,72;;;300;140;;
;IQUIQUE;DOS 3430;USADA;;04-02-2019;;ARRIENDO;2;4;UF;I;CASAS;UF 43,39;43,39;;;282;171;;
;IQUIQUE;CASA PASAJE TORONTO 01;USADA;;24-04-2019;;ARRIENDO;4;5;UF;I;CASAS;UF 43,42;43,42;;;8;8;;
;IQUIQUE;CASA PUKARA TURI;USADA;;07-06-2019;;ARRIENDO;2;3;UF;I;CASAS;UF 46,79;46,79;;;217;217;;
;IQUIQUE;PUKARA TURI 3672;USADA;;08-03-2019;;ARRIENDO;2;3;UF;I;CASAS;UF 47,16;47,16;;;217;140;;
;IQUIQUE;CASA TERRAZAS DEL MAR;USADA;;24-05-2019;;ARRIENDO;5;7;UF;I;CASAS;UF 50,30;50,30;;;522;238;;
;IQUIQUE;DALMACIA;USADA;;05-06-2019;;ARRIENDO;5;5;UF;I;CASAS;UF 50,30;50,30;;;280;320;;
;IQUIQUE;PLAYA ANCHA CON PADRE HURTADO 01;USADA;;30-03-2019;;ARRIENDO;3;5;UF;I;CASAS;UF 54,39;54,39;;;395;230;;
;IQUIQUE;CERRO DRAGON S/N;USADA;;22-08-2018;;ARRIENDO;2;3;UF;I;CASAS;UF 55,03;55,03;;;245;187;;
;IQUIQUE;AVDA. ARTURO PRAT;USADA;;05-06-2019;;ARRIENDO;3;;UF;I;CASAS;UF 100,00;100,00;;;200;250;;
;IQUIQUE;FANERITA 2622;USADA;;04-06-2019;;ARRIENDO;1;3;UF;I;CASAS;UF 17,28;17,28;;;128;84;;
;IQUIQUE;LA COSTA 3204;USADA;;29-05-2019;;ARRIENDO;5;12;UF;I;CASAS;UF 64,85;64,85;;;800;700;;
;IQUIQUE;CASINO;USADA;;07-03-2019;;ARRIENDO;4;4;UF;I;DEPARTAMENTOS;UF 58,05;58,05;;;228;200;;
;IQUIQUE;$325.000.-ALTOS DRAGON;USADA;;18-04-2019;;ARRIENDO;1;2;UF;I;DEPARTAMENTOS;UF 11,69;11,69;;;67;65;;
;IQUIQUE;ESTUPENDO Y AMPLIO DEPARTAMENTO;USADA;;10-01-2018;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 18,65;18,65;;;125;120;;
;IQUIQUE;EDIFICIO COSTA EL AGUILA;USADA;;12-06-2018;;ARRIENDO;1;2;UF;I;DEPARTAMENTOS;UF 19,18;19,18;;;65;65;;
;IQUIQUE;AV ARTURO PRAT CERCA CASINO;USADA;;11-06-2019;;ARRIENDO;1;1;UF;I;DEPARTAMENTOS;UF 12,23;12,23;;;55;49;;
;IQUIQUE;JARDIN INFANTIL HISPANO BRITANICO;USADA;;25-04-2019;;ARRIENDO;1;2;UF;I;DEPARTAMENTOS;UF 12,66;12,66;;;65;65;;
;IQUIQUE;PJE. CAMINO A LA PLAYA 2040;USADA;;20-05-2019;;ARRIENDO;2;2;UF;I;DEPARTAMENTOS;UF 16,59;16,59;;;70;60;;
;IQUIQUE;FILOMENA VALENZUELA 185 - DEPARTAMENTO 1002;USADA;;12-06-2019;;ARRIENDO;3;3;UF;I;DEPARTAMENTOS;UF 17,98;17,98;;;156;156;;
;IQUIQUE;AVENIDA LA TIRANA;USADA;;28-05-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 19,82;19,82;;;90;90;;
;IQUIQUE;AVENIDA FRANCISCO BILBAO 3717;USADA;;20-05-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 23,44;23,44;;;100;100;;
;IQUIQUE;AVENIDA HEROES DE LA CONCEPCION 1994;USADA;;04-06-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 16,20;16,20;;;80;76;;
;IQUIQUE;CONDOMINIO ARCHIPIELAGO LAS ANTILLAS - AVENIDA ARTURO PRAT CHACON;USADA;;06-06-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 19,80;19,80;;;100;100;;
;ALTO HOSPICIO;NUEVA 1 3339 - DEPARTAMENTO 104;USADA;;11-03-2019;;ARRIENDO;1;3;UF;I;DEPARTAMENTOS;UF 10,16;10,16;;;55,88;51,47;;
;IQUIQUE;EDIFICIO CONCEPCION;USADA;;07-06-2019;;ARRIENDO;1;2;UF;I;DEPARTAMENTOS;UF 10,78;10,78;;;45;45;;
;IQUIQUE;EDIFICIO MATIZ CENTRO;USADA;;07-06-2019;;ARRIENDO;1;1;UF;I;DEPARTAMENTOS;UF 10,78;10,78;;;42;42;;
;IQUIQUE;EDIFICIO MATIZ CAVANCHA;USADA;;18-04-2019;;ARRIENDO;1;1;UF;I;DEPARTAMENTOS;UF 10,87;10,87;;;40;40;;
;IQUIQUE;AVENIDA LA TIRANA 4155;USADA;;17-05-2019;;ARRIENDO;1;3;UF;I;DEPARTAMENTOS;UF 12,26;12,26;;;75;75;;
;IQUIQUE;NUEVO EDIFICIO BOULEVARD DEL MAR;USADA;;17-05-2019;;ARRIENDO;1;1;UF;I;DEPARTAMENTOS;UF 12,58;12,58;;;47;47;;
;IQUIQUE;EDIFICIO PUNTA CAVANCHA T/S;USADA;;17-05-2019;;ARRIENDO;1;1;UF;I;DEPARTAMENTOS;UF 12,58;12,58;;;36,77;36,77;;
;IQUIQUE;EDIFICIO NAUTILUS;USADA;;17-05-2019;;ARRIENDO;1;1;UF;I;DEPARTAMENTOS;UF 12,58;12,58;;;45;45;;
;IQUIQUE;EDIFICIO AGUA MARINA II;USADA;;07-06-2019;;ARRIENDO;1;1;UF;I;DEPARTAMENTOS;UF 12,58;12,58;;;40;40;;
;IQUIQUE;LINDO DEPTO AMOBLADO;USADA;;07-02-2019;;ARRIENDO;1;1;UF;I;DEPARTAMENTOS;UF 12,59;12,59;;;42;37;;
;IQUIQUE;EDIFICIO PACIFICO AVENIDA DOS ORIENTE 4823 - DEPARTAMENTO 301;USADA;;31-05-2019;;ARRIENDO;1;2;UF;I;DEPARTAMENTOS;UF 12,61;12,61;;;65;65;;
;IQUIQUE;COND.LAS ANTILLAS � EDIFICIO BARBADOS;USADA;;17-05-2019;;ARRIENDO;1;1;UF;I;DEPARTAMENTOS;UF 12,62;12,62;;;45;45;;
;IQUIQUE;COND.LAS ANTILLAS � EDIFICIO TRINIDAD;USADA;;18-04-2019;;ARRIENDO;1;1;UF;I;DEPARTAMENTOS;UF 12,63;12,63;;;45;45;;
;IQUIQUE;PEDRO GAMBONI EDIFICIO PLAZA CAMPANARIO 2147 - DEPARTAMENTO 304;USADA;;13-05-2019;;ARRIENDO;1;1;UF;I;DEPARTAMENTOS;UF 12,63;12,63;;;40;40;;
;IQUIQUE;EDIFICIO PLAYA HUANTAJAYA;USADA;;18-04-2019;;ARRIENDO;1;1;UF;I;DEPARTAMENTOS;UF 12,68;12,68;;;51,13;43,41;;
;IQUIQUE;COND.LAS ANTILLAS � EDIFICIO TRINIDAD;USADA;;18-04-2019;;ARRIENDO;1;1;UF;I;DEPARTAMENTOS;UF 12,68;12,68;;;45;45;;
;IQUIQUE;EDIFICIO AGUA MARINA I;USADA;;08-03-2019;;ARRIENDO;1;1;UF;I;DEPARTAMENTOS;UF 12,70;12,70;;;40;40;;
;IQUIQUE;EDIFICIO PENINSULA;USADA;;04-04-2019;;ARRIENDO;1;1;UF;I;DEPARTAMENTOS;UF 13,06;13,06;;;45,19;45,19;;
;IQUIQUE;JUAN MARTINEZ 2002;USADA;;15-01-2019;;ARRIENDO;1;2;UF;I;DEPARTAMENTOS;UF 13,30;13,30;;;75;75;;
;IQUIQUE;CONDOMINIO BRISAS DEL SUR II;USADA;;06-06-2019;;ARRIENDO;1;1;UF;I;DEPARTAMENTOS;UF 13,32;13,32;;;50;50;;
;IQUIQUE;EDIFICIO PANORAMICO 01;USADA;;06-06-2019;;ARRIENDO;1;1;UF;I;DEPARTAMENTOS;UF 13,32;13,32;;;8;8;;
;IQUIQUE;BRISAS DEL SUR 2 01;USADA;;13-03-2019;;ARRIENDO;1;1;UF;I;DEPARTAMENTOS;UF 13,35;13,35;;;8;8;;
;IQUIQUE;COSTA AZUL 2 02;USADA;;12-04-2019;;ARRIENDO;1;1;UF;I;DEPARTAMENTOS;UF 13,42;13,42;;;8;8;;
;IQUIQUE;ELEUTERIO RAMIREZ 1429;USADA;;18-06-2019;;ARRIENDO;1;1;UF;I;DEPARTAMENTOS;UF 13,65;13,65;;;35;35;;
;IQUIQUE;URBANO CENTRO 01;USADA;;28-04-2019;;ARRIENDO;1;1;UF;I;DEPARTAMENTOS;UF 13,71;13,71;;;16;8;;
;IQUIQUE;CONDOMINIO ALTOS DEL DRAGON 01;USADA;;21-05-2019;;ARRIENDO;1;2;UF;I;DEPARTAMENTOS;UF 14,06;14,06;;;8;8;;
;IQUIQUE;BERNARDO OHIGGINS 195;USADA;;29-04-2019;;ARRIENDO;11;1;UF;I;DEPARTAMENTOS;UF 14,10;14,10;;;42;40;;
;IQUIQUE;EDIFICIO CENTRO MEDICO IQUIQUE;USADA;;12-06-2019;;ARRIENDO;1;1;UF;I;DEPARTAMENTOS;UF 14,39;14,39;;;30;30;;
;IQUIQUE;EDIFICIO COSTA SUR - G.C INCLUIDO;USADA;;09-05-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 14,39;14,39;;;77;73;;
;IQUIQUE;COND.MAR EGEO � EDIFICIO RODAS;USADA;;10-05-2019;;ARRIENDO;1;1;UF;I;DEPARTAMENTOS;UF 14,43;14,43;;;65;65;;
;IQUIQUE;4 SUR 2652;USADA;;06-05-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 14,45;14,45;;;96;96;;
;IQUIQUE;CONDOMINIO LAS GAVIOTAS 01;USADA;;28-12-2018;;ARRIENDO;2;2;UF;I;DEPARTAMENTOS;UF 14,51;14,51;;;8;8;;
;IQUIQUE;SERRANO / RAMIREZ;USADA;;30-05-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 15,00;15,00;;;81;75;;
;IQUIQUE;EDIFICIO TORRES DE HUAYQUIQUE;USADA;;13-06-2019;;ARRIENDO;1;2;UF;I;DEPARTAMENTOS;UF 15,10;15,10;;;60;60;;
;IQUIQUE;COND. PORTADA ORIENTE GENARO GALLO 554 - DEPARTAMENTO 183;USADA;;31-05-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 15,13;15,13;;;65;65;;
;IQUIQUE;EDIFICIO DELOS - COND. MAR EGEO - PISO Nº 7;USADA;;06-02-2019;;ARRIENDO;1;1;UF;I;DEPARTAMENTOS;UF 15,24;15,24;;;61,66;52,23;;
;IQUIQUE;TOMAS BONILLA B. 1035;USADA;;20-05-2019;;ARRIENDO;1;2;UF;I;DEPARTAMENTOS;UF 15,51;15,51;;;65;65;;
;IQUIQUE;EDIFICIO BRISAS DEL SUR II;USADA;;08-05-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 15,52;15,52;;;75;75;;
;IQUIQUE;CAPITAN ROBERTO PEREZ 808;USADA;;08-05-2019;;ARRIENDO;1;1;UF;I;DEPARTAMENTOS;UF 15,52;15,52;;;48;48;;
;IQUIQUE;VISTA AL MAR;USADA;;03-04-2019;;ARRIENDO;1;1;UF;I;DEPARTAMENTOS;UF 15,56;15,56;;;48;45;;
;IQUIQUE;EDIFICIO TERRANOVA;USADA;;19-03-2019;;ARRIENDO;2;2;UF;I;DEPARTAMENTOS;UF 15,60;15,60;;;65,93;65,93;;
;IQUIQUE;CONDOMINIO BRISAS DEL SUR II;USADA;;17-06-2019;;ARRIENDO;1;1;UF;I;DEPARTAMENTOS;UF 15,81;15,81;;;51;48;;
;IQUIQUE;CONDOMINIO BRISAS DEL SUR II;USADA;;25-02-2019;;ARRIENDO;1;1;UF;I;DEPARTAMENTOS;UF 15,97;15,97;;;51;48;;
;IQUIQUE;SALVADOR ALLENDE 2250;USADA;;14-02-2019;;ARRIENDO;1;1;UF;I;DEPARTAMENTOS;UF 15,97;15,97;;;56;56;;
;IQUIQUE;CAPITAN ROBERTO PEREZ 2770;USADA;;18-06-2019;;ARRIENDO;1;1;UF;I;DEPARTAMENTOS;UF 16,17;16,17;;;45;45;;
;IQUIQUE;BRISAS DEL SUR I-1602PROYECTADA 2621;USADA;;18-04-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 16,17;16,17;;;90;90;;
;IQUIQUE;TERESA WILMS MONT 2230;USADA;;01-04-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 16,19;16,19;;;80;80;;
;IQUIQUE;CONDOMINIO YUCATAN;USADA;;11-06-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 16,19;16,19;;;90;90;;
;IQUIQUE;AVENIDA ARTURO PRAT CHACON 3068;USADA;;04-05-2019;;ARRIENDO;2;2;UF;I;DEPARTAMENTOS;UF 16,26;16,26;;;56;56;;
;IQUIQUE;AMUNATEGUI;USADA;;07-05-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 16,47;16,47;;;90;90;;
;IQUIQUE;PROYECTADA 2620;USADA;;18-06-2019;;ARRIENDO;2;2;UF;I;DEPARTAMENTOS;UF 16,53;16,53;;;80;80;;
;IQUIQUE;CONDOMINIO TRES MARES;USADA;;08-08-2017;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 16,80;16,80;;;90;90;;
;IQUIQUE;EDIF. BALTICO / CONDOMINIO TRES MARES;USADA;;26-04-2019;;ARRIENDO;2;2;UF;I;DEPARTAMENTOS;UF 16,99;16,99;;;72;64;;
;IQUIQUE;EDIFICIO LOS DELFINES;USADA;;07-06-2019;;ARRIENDO;2;2;UF;I;DEPARTAMENTOS;UF 17,25;17,25;;;72;72;;
;IQUIQUE;TERESA WILLS MONT 2230;USADA;;07-06-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 17,28;17,28;;;80;80;;
;IQUIQUE;ARRIENDO ESPACIOSO DEPARTAMENTO SECTOR;USADA;;31-05-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 17,28;17,28;;;83;80;;
;IQUIQUE;MANUEL PLAZA 2989;USADA;;24-05-2019;;ARRIENDO;2;2;UF;I;DEPARTAMENTOS;UF 17,30;17,30;;;80;80;;
;IQUIQUE;AVENIDA SANTIAGO POLANCO 2030;USADA;;26-03-2019;;ARRIENDO;2;2;UF;I;DEPARTAMENTOS;UF 17,33;17,33;;;73,93;67,33;;
;IQUIQUE;EDIFICIO MIRADOR PLAYA BRAVA I - PISO 11;USADA;;03-04-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 17,33;17,33;;;90;81,40;;
;IQUIQUE;AVENIDA SALVADOR ALLENDE GOSSENS 555;USADA;;04-05-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 17,34;17,34;;;73,63;73,63;;
;IQUIQUE;AVENIDA ARTURO PRAT;USADA;;21-02-2019;;ARRIENDO;1;1;UF;I;DEPARTAMENTOS;UF 17,42;17,42;;;50;50;;
;IQUIQUE;4 SUR 2621;USADA;;07-06-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 17,64;17,64;;;80;80;;
;IQUIQUE;MANUEL BALMACEDA 2740;USADA;;18-06-2019;;ARRIENDO;1;2;UF;I;DEPARTAMENTOS;UF 17,96;17,96;;;70;70;;
;IQUIQUE;TERESA WILMS MONT 2230;USADA;;18-06-2019;;ARRIENDO;2;2;UF;I;DEPARTAMENTOS;UF 17,96;17,96;;;90;90;;
;IQUIQUE;CAPITAN ROBERTO PEREZ 808;USADA;;18-06-2019;;ARRIENDO;1;1;UF;I;DEPARTAMENTOS;UF 17,96;17,96;;;45;45;;
;IQUIQUE;PEDRO GAMBONI;USADA;;13-06-2019;;ARRIENDO;1;1;UF;I;DEPARTAMENTOS;UF 17,97;17,97;;;40;40;;
;IQUIQUE;CONDOMINIO TRES MARES | VISTA AL MAR | IQUIQUE.;USADA;;10-06-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 17,97;17,97;;;90;90;;
;IQUIQUE;TERESA WILMS MONT 2230;USADA;;21-03-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 17,98;17,98;;;90;90;;
;IQUIQUE;EDIFICIO TORRES DE HUAYQUIQUE;USADA;;10-06-2019;;ARRIENDO;2;2;UF;I;DEPARTAMENTOS;UF 17,99;17,99;;;60;60;;
;IQUIQUE;AVENIDA FRANCISCO BILBAO 4150;USADA;;07-06-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 18,00;18,00;;;73;73;;
;IQUIQUE;EDIFICIO AGUA MARINA I;USADA;;27-05-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 18,00;18,00;;;85;85;;
;IQUIQUE;PROYECTADA 2140;USADA;;30-04-2019;;ARRIENDO;2;2;UF;I;DEPARTAMENTOS;UF 18,08;18,08;;;67,48;67,48;;
;IQUIQUE;EDIFICIO COSTA EL AGUILA 01;USADA;;28-04-2019;;ARRIENDO;2;2;UF;I;DEPARTAMENTOS;UF 18,08;18,08;;;8;8;;
;IQUIQUE;EDIFICIO SUNSHINE 01;USADA;;27-11-2018;;ARRIENDO;2;2;UF;I;DEPARTAMENTOS;UF 18,14;18,14;;;60;53;;
;IQUIQUE;EDIFICIO COSTA AZUL 1 01;USADA;;17-08-2018;;ARRIENDO;1;2;UF;I;DEPARTAMENTOS;UF 18,30;18,30;;;39;39;;
;IQUIQUE;CONDOMINIO ARCHIPIELAGO LAS ANTILLAS � EDIFICIO BARBADOS;USADA;;11-04-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 18,86;18,86;;;90;90;;
;IQUIQUE;CONDOMINIO LA TIRANA 01;USADA;;22-03-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 19,23;19,23;;;120;120;;
;IQUIQUE;EDIFICIO AGUA MARINA II;USADA;;18-06-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 19,76;19,76;;;90;90;;
;IQUIQUE;JARDINES DE HUAYQUIQUE 2140;USADA;;18-06-2019;;ARRIENDO;2;2;UF;I;DEPARTAMENTOS;UF 19,76;19,76;;;90;90;;
;IQUIQUE;AVENIDA SALVADOR ALLENDE GOSSENS 1668;USADA;;18-06-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 19,76;19,76;;;90;90;;
;IQUIQUE;CALLE CINCO 4300;USADA;;18-06-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 19,76;19,76;;;100;100;;
;IQUIQUE;SOTOMAYOR;USADA;;14-06-2019;;ARRIENDO;2;2;UF;I;DEPARTAMENTOS;UF 19,76;19,76;;;100;100;;
;IQUIQUE;CONDOMINIO TRES MARES | TERESA WILMS MON;USADA;;22-04-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 19,76;19,76;;;90;90;;
;IQUIQUE;EDIFICIO DONA JAVIERA;USADA;;11-06-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 19,79;19,79;;;100;100;;
;IQUIQUE;BRISAS DEL SUR II IQUIQUE;USADA;;27-08-2018;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 19,82;19,82;;;75;75;;
;IQUIQUE;AVENIDA FRANCISCO BILBAO 3717;USADA;;17-05-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 19,84;19,84;;;117;117;;
;IQUIQUE;AVENIDA 4 SUR 2621;USADA;;14-05-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 19,84;19,84;;;92;92;;
;IQUIQUE;AVENIDA 4 SUR 2621;USADA;;14-05-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 19,84;19,84;;;74;74;;
;IQUIQUE;JOSE FRANCISCO VERGARA 3253;USADA;;08-02-2019;;ARRIENDO;2;2;UF;I;DEPARTAMENTOS;UF 19,87;19,87;;;69;69;;
;IQUIQUE;CAMINO A LA PLAYA 2040 - DEPARTAMENTO 809;USADA;;16-03-2019;;ARRIENDO;2;2;UF;I;DEPARTAMENTOS;UF 19,91;19,91;;;71;59;;
;IQUIQUE;CONDOMINIO AGUA MARINA 01;USADA;;12-04-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 19,94;19,94;;;89;89;;
;IQUIQUE;AVENIDA SALVADOR ALLENDE GOSSENS 2250;USADA;;23-04-2019;;ARRIENDO;2;2;UF;I;DEPARTAMENTOS;UF 20,19;20,19;;;75;75;;
;IQUIQUE;PLAYA EL AGUILA 2278;USADA;;07-06-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 20,52;20,52;;;90;90;;
;IQUIQUE;AVENIDA SALVADOR ALLENDE GOSSENS 2250;USADA;;15-05-2019;;ARRIENDO;1;3;UF;I;DEPARTAMENTOS;UF 20,56;20,56;;;120;120;;
;IQUIQUE;EDIFICIO COSTA EL AGUILA;USADA;;30-05-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 20,89;20,89;;;95;95;;
;IQUIQUE;MIRADOR PLAYA BRAVA 01;USADA;;13-11-2018;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 21,12;21,12;;;89;89;;
;IQUIQUE;JARDINES DE HUAYQUIQUE 01;USADA;;25-03-2019;;ARRIENDO;2;2;UF;I;DEPARTAMENTOS;UF 21,58;21,58;;;8;8;;
;IQUIQUE;AVENIDA ARTURO PRAT CHACON 3783;USADA;;03-04-2019;;ARRIENDO;4;4;UF;I;DEPARTAMENTOS;UF 21,61;21,61;;;180;180;;
;IQUIQUE;EDIFICIO BELLATERRA;USADA;;19-12-2018;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 21,67;21,67;;;117;117;;
;IQUIQUE;EDIFICIO ROYAL MARINE 01;USADA;;20-03-2019;;ARRIENDO;2;2;UF;I;DEPARTAMENTOS;UF 21,77;21,77;;;75;75;;
;IQUIQUE;EDIFICIO AMSTERDAM SALVADOR ALLENDE 2250 - DEPARTAMENTO 62;USADA;;31-05-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 22,28;22,28;;;120;100;;
;IQUIQUE;DIECIOCHO DE SEPTIEMBRE 1961;USADA;;20-05-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 22,34;22,34;;;80;80;;
;IQUIQUE;EDIFICIO PLAYA HUANTAJAYA;USADA;;14-05-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 22,73;22,73;;;104;84;;
;IQUIQUE;AVENIDA SANTIAGO POLANCO 2030;USADA;;07-06-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 23,40;23,40;;;98;95;;
;IQUIQUE;CAVANCHA;USADA;;13-03-2018;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 24,09;24,09;;;80;80;;
;IQUIQUE;CONDOMINIO MAR EGEO;USADA;;22-04-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 25,19;25,19;;;106;106;;
;IQUIQUE;CAPITAN ROBERTO PEREZ  2791;USADA;;24-05-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 25,23;25,23;;;100;100;;
;IQUIQUE;AVENIDA 4;USADA;;10-06-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 26,95;26,95;;;100;100;;
;IQUIQUE;EDIFICIO PUNTA CAVANCHA;USADA;;13-06-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 26,97;26,97;;;95;95;;
;IQUIQUE;EDIFICIO AMSTERDAM (G.C INCLUIDO);USADA;;14-01-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 27,21;27,21;;;100;100;;
;IQUIQUE;AVENIDA ARTURO PRAT CHACON 2272;USADA;;12-10-2018;;ARRIENDO;3;4;UF;I;DEPARTAMENTOS;UF 27,39;27,39;;;120;120;;
;IQUIQUE;CONDOMINIO PLAYA HUANTAJAYA PEAJE CAMINO;USADA;;05-06-2019;;ARRIENDO;2;2;UF;I;DEPARTAMENTOS;UF 28,57;28,57;;;90;85;;
;IQUIQUE;EDIFICIO MYKONOS;USADA;;18-06-2019;;ARRIENDO;4;4;UF;I;DEPARTAMENTOS;UF 28,74;28,74;;;176,50;140;;
;IQUIQUE;EDIFICIO CARRARA 01;USADA;;17-08-2018;;ARRIENDO;3;4;UF;I;DEPARTAMENTOS;UF 30,95;30,95;;;135;135;;
;IQUIQUE;AVENIDA ARTURO PRAT CHACON 1670;USADA;;17-04-2019;;ARRIENDO;2;3;UF;I;DEPARTAMENTOS;UF 34,42;34,42;;;115;115;;
;IQUIQUE;AVENIDA ARTURO PRATT;USADA;;10-06-2019;;ARRIENDO;4;4;UF;I;DEPARTAMENTOS;UF 35,93;35,93;;;177;140;;
;IQUIQUE;STA COLOMA DE FARNES 808;USADA;;27-05-2019;;ARRIENDO;3;3;UF;I;DEPARTAMENTOS;UF 43,12;43,12;;;180;180;;
