ANO_ENTREGA;COMUNA;DIRECCION;ESTADO;FECHA_ENTR;FECHA_PUBLICACION;INMOBILIARIA;MODALIDAD;N_BANOS;N_DORMITORIOS;MONEDA;REGION;TIPO;PRECIO_DESPLIEGUE;UF;UF_DESDE;UF_HASTA;M2_TOTALES;M2_CONSTRUIDOS;M2_DESDE;M2_HASTA
;LA REINA;ARRIENDO DEPTO AMOBLADO EN BARRIO TRANQUILO DE LA REINA;USADA;;15-05-2019;;ARRIENDO;2;3;UF;RM;DEPARTAMENTOS;UF 18,70;18,70;;;80;80;;
;LAS CONDES;FRAY ANGELICO - AV LAS CONDES;USADA;;13-06-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 18,70;18,70;;;44;37;;
;SAN MIGUEL;REAL AUDIENCIA;USADA;;13-06-2019;;ARRIENDO;2;3;UF;RM;DEPARTAMENTOS;UF 18,70;18,70;;;80;80;;
;SANTIAGO;PRESIDENTE BALMACEDA 2170;USADA;;12-06-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 18,70;18,70;;;72;55;;
;LAS CONDES;CAROL URZUA / LAS CONDES;USADA;;12-06-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 18,70;18,70;;;58;58;;
;LAS CONDES;CRISTOBAL COLON / A. VESPUCIO;USADA;;12-06-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 18,70;18,70;;;54;45;;
;LAS CONDES;EXCELENTE UBICACION;USADA;;12-06-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 18,70;18,70;;;43;40;;
;LAS CONDES;SECTOR APUMANQUE- APOQUINDO - AMOBLADO!!;USADA;;11-06-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 18,71;18,71;;;50;50;;
;NUNOA;AVENIDA JOSE PEDRO ALESSANDRI 61;USADA;;10-06-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 18,71;18,71;;;70;60;;
;LAS CONDES;ROBINSON CRUSOE 1155;USADA;;10-06-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 18,71;18,71;;;66;60;;
;LAS CONDES;DEL INCA 5730;USADA;;10-06-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 18,71;18,71;;;65;65;;
;PROVIDENCIA;EL VERGEL 00 - DEPARTAMENTO 00;USADA;;06-06-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 18,72;18,72;;;66,30;60;;
;HUECHURABA;DOS ESTACIONAMIENTOS...!!! CAMINO DE CINTURA / AV. PEDRO DE FONTOVA;USADA;;29-05-2019;;ARRIENDO;2;3;UF;RM;DEPARTAMENTOS;UF 18,72;18,72;;;110;110;;
;NUNOA;VILLA FREI - METRO VILLA FREI;USADA;;24-04-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 18,72;18,72;;;74;78;;
;LAS CONDES;FRAY ANGELICO/AV.LAS CONDES;USADA;;06-05-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 18,72;18,72;;;44;40;;
;LA REINA;SIMON BOLIVAR/ECHENIQUE;USADA;;06-06-2019;;ARRIENDO;1;3;UF;RM;DEPARTAMENTOS;UF 18,72;18,72;;;;90;;
;LAS CONDES;¡OPORTUNIDAD! LA GLORIA/APOQUINDO- METRO MANQUEHUE;USADA;;06-06-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 18,72;18,72;;;35;30;;
;LAS CONDES;WARREN SMITH 78 LAS CONDES;USADA;;31-05-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 18,72;18,72;;;;;;
;PROVIDENCIA;AVENIDA NUEVA PROVIDENCIA 1372 - DEPARTAMENTO 1009;USADA;;04-06-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 18,72;18,72;;;60;60;;
;NUNOA;FERNANDEZ CONCHA;USADA;;17-04-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 18,72;18,72;;;85;80;;
;NUNOA;LICENCIADO LAS PENAS 5116;USADA;;22-05-2019;;ARRIENDO;2;3;UF;RM;DEPARTAMENTOS;UF 18,72;18,72;;;80;75;;
;SANTIAGO;LORD COCHRANE 309;USADA;;03-06-2019;;ARRIENDO;2;3;UF;RM;DEPARTAMENTOS;UF 18,72;18,72;;;67;67;;
;SAN MIGUEL;GLADYS 1190;USADA;;23-05-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 18,72;18,72;;;77,75;62,93;;
;NUNOA;DIEGO DE ALMAGRO 4700 - DEPARTAMENTO 406;USADA;;03-06-2019;;ARRIENDO;3;2;UF;RM;DEPARTAMENTOS;UF 18,72;18,72;;;76,09;70,19;;
;PROVIDENCIA;PEDRO VALDIVIA - GALVARINO GALLARDO;USADA;;30-05-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 18,73;18,73;;;82;75;;
;NUNOA;SECTOR ECHENIQUE METRO SIMON BOLIVAR;USADA;;01-06-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 18,73;18,73;;;65;65;;
;LAS CONDES;METRO MILITAR - HAMLET. AMOBLADO;USADA;;01-06-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 18,73;18,73;;;50;50;;
;LAS CONDES;LAS VERBENAS 8050;USADA;;01-06-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 18,73;18,73;;;51;43;;
;NUNOA;NUNOA - LOS JARDINES;USADA;;30-05-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 18,73;18,73;;;65;65;;
;LAS CONDES;MALL SPORT;USADA;;18-04-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 18,74;18,74;;;51;43;;
;SANTIAGO;METRO TOESCA;USADA;;27-05-2019;;ARRIENDO;2;3;UF;RM;DEPARTAMENTOS;UF 18,74;18,74;;;72;66;;
;LAS CONDES;GERONIMO DE ALDERETE - LAS TRANQUERAS;USADA;;15-05-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 18,77;18,77;;;45;42;;
;NUNOA;A PASOS DE IRARRAZAVAL;USADA;;07-05-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 18,77;18,77;;;78;72;;
;LAS CONDES;METRO MILITAR - HAMLET. AMOBLADO;USADA;;25-02-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 18,79;18,79;;;50;50;;
;LAS CONDES;A PASOS DE MALL ALTO LAS CONDES!;USADA;;01-05-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 18,80;18,80;;;45;45;;
;LAS CONDES;GENERAL CAROL URZUA / LAS CARMELITAS;USADA;;30-04-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 18,80;18,80;;;45;45;;
;NUNOA;AVENIDA SUCRE 2800;USADA;;05-06-2018;;ARRIENDO;2;3;UF;RM;DEPARTAMENTOS;UF 18,81;18,81;;;96;85;;
;LAS CONDES;METRO ESCUELA MILITAR;USADA;;14-01-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 18,82;18,82;;;46;40;;
;SANTIAGO;ISMAEL VALDES VERGARA 654;USADA;;31-05-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 18,86;18,86;;;96;96;;
;SANTIAGO;CARMEN / SANTA ISABEL;USADA;;15-03-2019;;ARRIENDO;2;3;UF;RM;DEPARTAMENTOS;UF 18,86;18,86;;;86;78;;
;LAS CONDES;KENNEDY / ALONSO DE CORDOVA;USADA;;16-01-2019;;ARRIENDO;2;3;UF;RM;DEPARTAMENTOS;UF 18,87;18,87;;;90;90;;
;SANTIAGO;METRO SANTA ISABEL/VICUNA MACKENNA/ARGOM;USADA;;12-06-2019;;ARRIENDO;2;3;UF;RM;DEPARTAMENTOS;UF 18,88;18,88;;;66;64;;
;SANTIAGO;METRO SANTA ISABEL;USADA;;11-06-2019;;ARRIENDO;2;3;UF;RM;DEPARTAMENTOS;UF 18,89;18,89;;;66;64;;
;SANTIAGO;JOSE VICTORINO LASTARRIA 0;USADA;;14-05-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 18,90;18,90;;;60;60;;
;PROVIDENCIA;EL BOSQUE / COPIHUES;USADA;;08-05-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 18,90;18,90;;;70;65;;
;ESTACION CENTRAL;CONDOMINIO TORRES DEL VALLE;USADA;;03-06-2019;;ARRIENDO;2;3;UF;RM;DEPARTAMENTOS;UF 18,90;18,90;;;134;115;;
;INDEPENDENCIA;GENERAL PRIETO - METRO CAL Y CANTO;USADA;;30-05-2019;;ARRIENDO;2;3;UF;RM;DEPARTAMENTOS;UF 18,91;18,91;;;75;72;;
;LAS CONDES;SAN SEBASTIAN ENTRE EL BOSQUE Y ENCOMENDEROS;USADA;;30-04-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 18,97;18,97;;;52;45;;
;LAS CONDES;VICATURA / BOSQUE NORTE;USADA;;25-02-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 19,00;19,00;;;43;43;;
;LAS CONDES;AVENIDA CALLAO;USADA;;31-05-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 19,00;19,00;;;42;42;;
;LAS CONDES;ROGER DE FLOR / CARMENCITA 2000;USADA;;04-06-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 19,01;19,01;;;65;55;;
;PROVIDENCIA;AVENIDA POCURO 3009 - DEPARTAMENTO 22;USADA;;05-06-2019;;ARRIENDO;3;4;UF;RM;DEPARTAMENTOS;UF 19,04;19,04;;;146;140;;
;PROVIDENCIA;AVENIDA POCURO 3009 - DEPARTAMENTO 22;USADA;;18-06-2019;;ARRIENDO;3;4;UF;RM;DEPARTAMENTOS;UF 19,04;19,04;;;146;140;;
;LAS CONDES;METRO MANQUEHUE (T);USADA;;18-06-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 19,04;19,04;;;49;44;;
;NUNOA;ESPRONCEDA 440;USADA;;18-06-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 19,04;19,04;;;77;70;;
;NUNOA;CAUQUENES 146 - DEPARTAMENTO 45;USADA;;16-05-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 19,04;19,04;;;86;86;;
;LAS CONDES;EL GOLF;USADA;;29-04-2019;;ARRIENDO;2;1;UF;RM;DEPARTAMENTOS;UF 19,04;19,04;;;40;40;;
;LAS CONDES;MALL ALTO LAS CONDES - LAS VERBENAS;USADA;;17-06-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 19,04;19,04;;;64;60;;
;LAS CONDES;METRO MANQUEHUE (T);USADA;;17-06-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 19,04;19,04;;;49;44;;
;LAS CONDES;CALLAO / AUGUSTO LEGUIA;USADA;;17-06-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 19,04;19,04;;;45,10;41,30;;
;PROVIDENCIA;EL VERGEL /AVDA. EL BOSQUE;USADA;;17-06-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 19,04;19,04;;;50;50;;
;PROVIDENCIA;LOS CRISANTEMOS 753 - DEPARTAMENTO 704;USADA;;13-06-2019;;ARRIENDO;3;2;UF;RM;DEPARTAMENTOS;UF 19,04;19,04;;;85;75;;
;NUNOA;SANTA JULIA / DUBLE ALMEYDA;USADA;;23-05-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 19,04;19,04;;;81,65;67,74;;
;NUNOA;ESPECTACULAR DEPARTAMENTO EN ARRIENDO CON JARDIN PROPIO / PORTAL NUNOA / DISPONIBLE A PARTIR 15/07/19;USADA;;17-06-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 19,04;19,04;;;80;56;;
;VITACURA;SECTOR EL AROMO - LO BELTRAN;USADA;;17-06-2019;;ARRIENDO;1;2;UF;RM;DEPARTAMENTOS;UF 19,04;19,04;;;75;65;;
;LAS CONDES;EL GOLF;USADA;;27-02-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 19,04;19,04;;;48;40;;
;SANTIAGO;AV VICUNA MACKENA;USADA;;08-03-2019;;ARRIENDO;2;3;UF;RM;DEPARTAMENTOS;UF 19,05;19,05;;;2;2;;
;LAS CONDES;AVENIDA AMERICO VESPUCIO SUR 22;USADA;;15-10-2016;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 19,05;19,05;;;56;50;;
;LAS CONDES;LAS TRINITARIAS;USADA;;13-06-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 19,06;19,06;;;44;44;;
;NUNOA;PLAZA NUNOA;USADA;;23-05-2019;;ARRIENDO;2;3;UF;RM;DEPARTAMENTOS;UF 19,06;19,06;;;;;;
;LAS CONDES;APOQUINDO A PASOS DEL METRO;USADA;;02-04-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 19,06;19,06;;;60;60;;
;LAS CONDES;SECTOR EL GOLF / METRO ALCANTARA;USADA;;05-06-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 19,06;19,06;;;55;50;;
;LAS CONDES;LAS CONDES;USADA;;17-06-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 19,06;19,06;;;75;70;;
;LAS CONDES;COLON / VESPUCIO;USADA;;12-06-2019;;ARRIENDO;1;2;UF;RM;DEPARTAMENTOS;UF 19,06;19,06;;;85;60;;
;SAN MIGUEL;GRAN AVENIDA CON SALESIANOS;USADA;;12-06-2019;;ARRIENDO;2;3;UF;RM;DEPARTAMENTOS;UF 19,06;19,06;;;84;82;;
;NUNOA;ESPRONCEDA 440;USADA;;12-06-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 19,06;19,06;;;77;70;;
;NUNOA;METRO MONS EYZAGUIRRE;USADA;;12-06-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 19,06;19,06;;;75;70;;
;NUNOA;AMPLIO DEPTO. METRO NUNOA 2D-2B CON ESTAC.;USADA;;04-06-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 19,08;19,08;;;73;60;;
;PROVIDENCIA;TOMAS GUEVARA ENTRE AVDA TOBALABA Y AMAPOLAS CERCANO A METRO TOBALABA COMUNA DE PROVIDENCIA;USADA;;04-05-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 19,08;19,08;;;75;70;;
;LAS CONDES;CERRO COLORADO / PARQUE ARAUCANO;USADA;;23-05-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 19,08;19,08;;;50;43;;
;PROVIDENCIA;LYON CERCANO METRO/ EXCELENTE UBICACION;USADA;;02-06-2019;;ARRIENDO;2;3;UF;RM;DEPARTAMENTOS;UF 19,09;19,09;;;80;75;;
;LA REINA;LARRAIN / MALL PLAZA EGANA;USADA;;01-06-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 19,09;19,09;;;59;54;;
;PROVIDENCIA;NUEVA PROVIDENCIA/ GENERAL DEL CANTO;USADA;;15-05-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 19,09;19,09;;;58;58;;
;LAS CONDES;ESTORIL;USADA;;31-05-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 19,09;19,09;;;;;;
;SANTIAGO;GENERAL MACKENNA 1555;USADA;;27-05-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 19,09;19,09;;;60;60;;
;NUNOA;MANUEL MONTT / SUCRE;USADA;;31-05-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 19,09;19,09;;;74;66;;
;LAS CONDES;SAN JOSE DE LA SIERRA/AVENIDA LAS CONDES;USADA;;30-05-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 19,09;19,09;;;;43;;
;NUNOA;CERCANO A PLAZA NUNOA;USADA;;29-05-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 19,09;19,09;;;60;52;;
;HUECHURABA;CAMINO DE CINTURA/ IMPECABLE!;USADA;;28-05-2019;;ARRIENDO;2;3;UF;RM;DEPARTAMENTOS;UF 19,10;19,10;;;91;91;;
;SANTIAGO;CATEDRAL 1310;USADA;;11-11-2016;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 19,10;19,10;;;51;47;;
;PROVIDENCIA;POCURO;USADA;;10-05-2019;;ARRIENDO;3;3;UF;RM;DEPARTAMENTOS;UF 19,10;19,10;;;70;70;;
;PROVIDENCIA;BARRIO LAS LILAS / MARCEL DUHAUT;USADA;;24-05-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 19,10;19,10;;;53,60;50;;
;PROVIDENCIA;>>> AMOBLADO - BARRIO ITALIA <<<;USADA;;23-04-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 19,11;19,11;;;65;62;;
;PROVIDENCIA;METRO BILBAO/ MAYFLOWER TOBALABA;USADA;;16-05-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 19,12;19,12;;;42;40;;
;LAS CONDES;EVARISTO LILLO/ESCUELA MILITAR;USADA;;04-04-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 19,12;19,12;;;60;60;;
;SANTIAGO;PLAZA DE ARMAS;USADA;;24-04-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 19,12;19,12;;;164;64;;
;PROVIDENCIA;SECTOR PEDRO DE VALDIVIA/ ELIODORO YANEZ;USADA;;26-04-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 19,12;19,12;;;46;46;;
;PROVIDENCIA;FEDERICO FROEBEL / MARCHANT PEREIRA;USADA;;29-04-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 19,12;19,12;;;56;48;;
;NUNOA;EMILIA TELLEZ/ORTUZAR;USADA;;10-05-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 19,13;19,13;;;82;75;;
;LAS CONDES;LAS CONDES 9560;USADA;;23-02-2017;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 19,13;19,13;;;63;48;;
;PROVIDENCIA;JOSUE SMITH SOLAR / CARMEN SYLVA;USADA;;08-05-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 19,13;19,13;;;54;54;;
;NUNOA;DIEGO DE ALMAGRO 4765;USADA;;06-05-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 19,14;19,14;;;80;80;;
;LAS CONDES;CALLAO 3366;USADA;;01-05-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 19,16;19,16;;;60;56;;
;SAN MIGUEL;ALCALDE PEDRO ALARCON 834;USADA;;29-04-2019;;ARRIENDO;2;3;UF;RM;DEPARTAMENTOS;UF 19,16;19,16;;;70;65;;
;LAS CONDES;PARQUE ARAUCANO. AMOBLADO. SIN ESTACIONAMIENTO;USADA;;27-04-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 19,16;19,16;;;45;45;;
;LAS CONDES;HAMLET / LAS TORCAZAS;USADA;;22-01-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 19,18;19,18;;;50;50;;
;LAS CONDES;NEVERIA 5160 - DEPARTAMENTO 66;USADA;;28-03-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 19,20;19,20;;;72,10;70;;
;LAS CONDES;ALCANTARA / SANCHEZ FONTECILLA;USADA;;27-05-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 19,22;19,22;;;65;58;;
;PENALOLEN;LOS PRESIDENTES / CONSISTORIAL;USADA;;12-06-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 19,22;19,22;;;74;70;;
;NUNOA;MALL PLAZA EGANA/ IRARRAZAVAL/ LINEA 3 Y 4;USADA;;17-06-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 19,22;19,22;;;80;70;;
;VITACURA;NUESTRA SRA. DEL ROSARIO / CAMOENS;USADA;;17-06-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 19,22;19,22;;;67;62;;
;NUNOA;METRO VILLA FREI;USADA;;14-06-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 19,23;19,23;;;73;65;;
;NUNOA;MALL PLAZA EGANA/ IRARRAZAVAL/LINEA 3Y4;USADA;;01-06-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 19,23;19,23;;;80;70;;
;LO BARNECHEA;RAUL LABBE / AV. LA DEHESA;USADA;;24-05-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 19,27;19,27;;;93;85;;
;LAS CONDES;CARLOS XII 120;USADA;;03-06-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 19,30;19,30;;;47;39;;
;LAS CONDES;METRO EL GOLF;USADA;;29-04-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 19,34;19,34;;;130;65;;
;LAS CONDES;GERONIMO DE ALDERETE - METRO HERNANDO DE;USADA;;10-06-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 19,40;19,40;;;85;31;;
;PROVIDENCIA;LYON-DIEGO DE ALMAGRO;USADA;;14-01-2019;;ARRIENDO;2;3;UF;RM;DEPARTAMENTOS;UF 19,40;19,40;;;110;100;;
;VITACURA;EXCELENTE DEPARTAMENTO TABANCURA /PRESIDENTE KENNEDY;USADA;;19-06-2019;;ARRIENDO;1;2;UF;RM;DEPARTAMENTOS;UF 19,40;19,40;;;75;69;;
;LAS CONDES;AVENIDA AMERICO VESPUCIO SUR 840;USADA;;18-06-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 19,40;19,40;;;83;60;;
;VITACURA;WISCONSIN / FERNANDO DE ARGUELLO;USADA;;06-06-2019;;ARRIENDO;1;2;UF;RM;DEPARTAMENTOS;UF 19,40;19,40;;;60;55;;
;PROVIDENCIA;ROBERTO DEL RIO - POCURO;USADA;;18-06-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 19,40;19,40;;;68;63;;
;LAS CONDES;CAROL URZUA TAVELLI;USADA;;17-06-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 19,40;19,40;;;59;51;;
;PROVIDENCIA;AVENIDA POCURO;USADA;;17-06-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 19,40;19,40;;;47;45;;
;PROVIDENCIA;DISPONIBLE A PARTIR DEL 15 DE JULIO: PLAZA LAS LILAS - AV. EL BOSQUE - COPIHUE - CARMEN SYLVA;USADA;;17-06-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 19,40;19,40;;;88;75;;
;NUNOA;JULIO ZEGERS;USADA;;14-06-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 19,41;19,41;;;82;71;;
;LAS CONDES;AV VESPUCIO SUR AV APOQUINDO;USADA;;14-06-2019;;ARRIENDO;2;3;UF;RM;DEPARTAMENTOS;UF 19,41;19,41;;;100;90;;
;PROVIDENCIA;CARMEN SYLVA 2630;USADA;;14-06-2019;;ARRIENDO;2;3;UF;RM;DEPARTAMENTOS;UF 19,41;19,41;;;71;66;;
;NUNOA;PEDRO TORRES 000;USADA;;13-06-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 19,42;19,42;;;75;70;;
;LAS CONDES;CARLOS XII / NORUEGA;USADA;;10-06-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 19,42;19,42;;;48;39;;
;LAS CONDES;METRO MANQUEHUE LAS CONDES;USADA;;23-01-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 19,42;19,42;;;48;39;;
;LAS CONDES;A MEDIA CUADRA METRO ESCUELA MILITAR;USADA;;12-06-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 19,42;19,42;;;60;56;;
;NUNOA;METRO CHILE ESPANA;USADA;;11-06-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 19,43;19,43;;;77;70;;
;NUNOA;CELERINO PEREIRA;USADA;;06-06-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 19,43;19,43;;;65;58;;
;NUNOA;PROXIMO LINEA 4 Y 6 DEL METRO;USADA;;10-06-2019;;ARRIENDO;2;3;UF;RM;DEPARTAMENTOS;UF 19,43;19,43;;;83;78;;
;LA FLORIDA;METRO VICENTE VALDES / SANTUARO SCHOENSTATT;USADA;;06-06-2019;;ARRIENDO;2;3;UF;RM;DEPARTAMENTOS;UF 19,43;19,43;;;117;100;;
;HUECHURABA;AMPLIO DESPARTAMENTO UBICADO DENTRO DE CONDOMINIO SECTOR RECIDENCIAL;USADA;;07-06-2019;;ARRIENDO;2;3;UF;RM;DEPARTAMENTOS;UF 19,44;19,44;;;140;110;;
;NUNOA;PEDRO TORRES / BANCO DE CHILE;USADA;;06-06-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 19,44;19,44;;;82;71;;
;PROVIDENCIA;VASCONIA S/N;USADA;;18-05-2019;;ARRIENDO;2;3;UF;RM;DEPARTAMENTOS;UF 19,44;19,44;;;65;65;;
;PROVIDENCIA;PUCARA / BROWN NORTE;USADA;;23-05-2019;;ARRIENDO;2;3;UF;RM;DEPARTAMENTOS;UF 19,44;19,44;;;90;90;;
;INDEPENDENCIA;GENERAL SAAVEDRA 1257;USADA;;06-06-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 14,40;14,40;;;70;62;;
;MACUL;LAS MADRESELVAS 3071 - DEPARTAMENTO 203;USADA;;06-06-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 14,40;14,40;;;65;65;;
;SANTIAGO;AVENIDA PORTUGAL 564;USADA;;05-06-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 14,40;14,40;;;55;55;;
;SANTIAGO;AVENIDA PORTUGAL 941;USADA;;05-06-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 14,40;14,40;;;50;48;;
;LA CISTERNA;TRINIDAD RAMIREZ 180;USADA;;03-06-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 14,40;14,40;;;60;58;;
;SAN MIGUEL;CERCANO A METRO CIUDAD DEL NINO;USADA;;05-06-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 14,40;14,40;;;55;55;;
;PROVIDENCIA;AVENIDA RICARDO LYON 1656;USADA;;05-06-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 14,40;14,40;;;48;48;;
;SAN MIGUEL;MAGDALENA VICUNA 1516;USADA;;04-06-2019;;ARRIENDO;2;3;UF;RM;DEPARTAMENTOS;UF 14,40;14,40;;;70;70;;
;SAN MIGUEL;OCTAVA AVENIDA 1330;USADA;;06-05-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 14,41;14,41;;;60;54;;
